Reported Date,Resolved Date,Incident,Incident Start Time,Incident End Time,MTTR (hh:mm),Business Platform - Area of Cause,Product Portfolio -Area of cause,Impacted Business Platform,Impacted Product portfolio,Impacted business process,Inc Category,Description,Organisation,Team ,Financial Impact,Application/Service Impacted?,RC Status,Problem Record,Background,Next Steps / Solution,Initial RCA Date,Final RCA Date (Once the cause is fully known),Solution Identified Date,Planned Solution Deployment  Date,Actual Solution Deployment  Date,Does an alert already exist? Is configuration required/applicable?,Was the incident identified through the alert?,Does a  workaround exist ? Was it used?,Is Permanent Fix Deployed?,RC Category,Issue caused due to CR or WO,Root Cause,Reference CR/WO,Reason for failed change/issue,Risk ID/ Backlog id,Closed Date,Closed Month,Closed Year,Problem manager,Open/Closed,MIM,Problem actions - Added?  Y/N/NA,Year,Month #,Month Name,Current day,Ageing,Aging Bucket
11/7/2024,11/7/2024,90401735,05:44,6:48,01:04,Customer Channels,Selling Experience,Customer Channels,Selling Experience,Manage Payment & Content Customer.Com,KI,Ireland home page unavailable from some customers,Customer,.Com,No Financial impact,Ireland website,RC identified,70396,"Business Ops team identified that some of the customers were encountering a blank homepage on the Ireland website across both desktop and mobile web between 05:44 and 06:58 resulting in poor customer experience, however, there was no drop in orders. The initial root cause has been attributed to some requests pointing to a problematic configuration (header) resulting in cache pollution. Services were restored by clearing the Akamai cache on the homepage allowing the new build to take effect. Root cause analysis underway.  ",PIR to be scheduled,11/7/2024,,,,,"Yes,No",Yes,No,No,Software Defects/Limitation,NA,The root cause has been attributed to some requests pointing to a problematic configuration (header) resulting in cache pollution - this appears to be a known issue when using next-JS which returns a successful (200) empty 2-byte response when this header is received.,NA,NA,https://github.com/vercel/next.js/issues/52515,12/5/2024,December,2024,Saloni,Closed,.Com SM,,2024,11,November,9/16/2025,313,>60
11/4/2024,11/6/2024,90396012,22:30,11:30,37:00,C&H and Intl ,C&H & Intl Supply Chain, C&H and Intl,C&H and Intl Supply Chain,Manage Pick of C&H stock,KI,Issues with Knapp WCS automation in Welham DC impacting inbound boxed receipt,KNAPP,NA,£760.00,WG inbound receiving,RC identified,70901,"Welham Green DC colleagues reported issues receiving inbound stock via the KNAPP WCS automation system from 22:30 on 04/11.  This resulted in the capability loss of 85k singles, however, site had increased the number of colleagues to mitigate the operational impact. The initial root cause has been attributed to a change within KNAPP infrastructure on 04/11 which was reverted by 11:40 on 05/11. A full reconciliation was performed between KNAPP WCS and JDA Dispatcher WMS systems to identify the missing ASNs which were retriggered to restore services by 11:30, 06/11. Awaiting root cause details from KNAPP.",PIR scheduled on 12/11,11/5/2024,,,,,"No, Yes",No,"Yes, Yes",No,External Dependencies,NA,Knapp advised that they had carried out a change at 6am on 4th November.  The content of this change was a bug fix to resolve an issue with the dummy barcode when processing empty totes.  The side effect of the change was that it resulted in the closure of all containers in the warehouse and set error 8589934592 on all of them. ,NA,NA,NA,12/24/2024,December,2024,Rehan,Closed,MIM,,2024,11,November,9/16/2025,316,>60
11/3/2024,11/3/2024,90392152,19:34,21:21,01:47,C&H and Intl ,C&H & Intl Supply Chain, C&H and Intl,C&H and Intl Supply Chain,Manage Pick & Allocation of Stock and Orders (Castle Donington),SI,Unable to pick orders in CD due to a controller fault,SSI Schaefer,NA,"£5,000.00",CD Picking,RC unknown,70556,"Castle Donington DC colleagues were unable to pick orders between 19:34 - 21:21 due to a mechanical controller issue. This resulted in capability loss of 15K singles, CFR of 1026 orders and proposition was moved by +24 hours. The root cause was attributed to an error within the SCS system (responsible for the automation) resulting in a backlog of pending events impacting the WCS automation system. Services were restored by clearing the pending events and restart of WCS by Vendor SSI. ","PIR held  and the agreed problem actions are added to the ""problem actions tab"" for further tracking. ",11/3/2024,,,,,"No,No",No,"No,no",NA,Root Cause Undetermined/Still Under Investigation,NA,"The underlying cause remains undetermined -however it stems from either a mechanical malfunction or a potential manual intervention.

During the incident day, the light barrier on the conveyor of the SSI - SCHAEFER Carousel System failed to detect an item or tote while processing orders, resulting in a ""NO SCAN"" situation. This failure has created a backlog of pending events within the SSI automation system, leading to a complete halt in operations, which subsequently affected the picking processes on-site.
",NA,NA,NA,12/24/2024,December,2024,Pavithra,Closed,MIM,,2024,11,November,9/16/2025,317,>60
10/31/2024,11/22/2024,90387948,04:00,16:00,540:00,C&H and Intl ,C&H & Intl Supply Chain,"Customer Channels, C&H and Intl, Foods","Platform and Store Ops, C&H and Intl Supply Chain, Foods Supply Chain",Others,SI,Track My Vehicle application is unavailable due to a central issue at Microlise,Microlise,NA,See note,Track My Vehicle,RC identified,70644,"Due to a central issue at Microlise, the Track My Vehicle application is unavailable from 04:00 (31/10). This is affecting vehicle tracking and planning activates across multiple portfolios. However, there is no impact to DC operations or store deliveries. There is a manual workaround in place to remediate the inconvenience caused.  Vendor Microlise is prioritising service restoration to mitigate any business impact.",,10/31/2024,,,,,No,No,Yes,Yes,External Dependencies,NA,A cyber attack at Microlise had caused the issue. ,NA,NA,NA,12/5/2024,December,2024,Saloni,Closed,MIM,,2024,10,October,9/16/2025,320,>60
10/30/2024,10/30/2024,90381051,08:33,9:08,00:35,C&H and Intl,C&H & Intl Supply Chain, C&H and Intl,C&H and Intl Supply Chain,Manage Pick of C&H stock,KI,Intermittent carrier label printing issues at multiple C&H sites,Sorted,NA,£360.00,Packing operations,RC identified,70516,"Donington colleagues reported intermittent carrier label printing issues between 8:33 and 9:30. Similar issues were identified across Ollerton, Brands, C&H Bradford and Stoke DCs impacting packing operations, resulting in a capability loss of 600 orders at Donington, with no impact to other sites. The root cause was attributed to a change deployed by vendor Sorted, which was reverted to restore services. Awaiting root cause details from Sorted.",PIR scheduled on 5th Nov,10/30/2024,,,,,Yes,No,No,NA,External Dependencies,NA,"The root cause was attributed to a change deployed by vendor Sorted, which was reverted to restore services. Awaiting root cause details from Sorted.",NA,NA,JDATE-10749,12/5/2024,December,2024,Saloni,Closed,MIM,,2024,10,October,9/16/2025,321,>60
10/25/2024,10/25/2024,90369835,10:40,11:00,00:20,GTS,Enterprise Technology Platform,Foods,Foods,Manage Pick of Food Stock,KI,WMS application was inaccessible impacting Milton Keynes DC operations,TCS,Linux,"£1,980.00",WMS appliction at MK DC,RC unknown,70394,"Alerting indicated that the WMS application was inaccessible at Milton Keynes DC between 10:40 and 11:00 resulting in a capability loss of 3.3k singles. The initial root cause has been attributed to a sudden reboot of the primary server followed by an unsuccessful failover to secondary server due to a partial Oracle client installation after the Oracle 19C upgrade last year. Services were restored on the primary server, however, root cause investigations underway with Redhat.",,10/25/2024,,,,,"Yes,No",Yes,No,NA,Root Cause Undetermined/Still Under Investigation,NA,"The root cause was attributed to a Network File system (NFS) timeout on the Linux cluster, which triggered a reboot of the primary application server followed by an unsuccessful failover to the secondary server as the relevant oracle client was not installed on the secondary server. Redhat could not determine the underlying cause of the file system timeout on the day of the incident, therefore, root cause remains inconclusive
",NA,NA,NA,2/6/2025,February,2025,Saloni,Closed,MIM,Y,2024,10,October,9/16/2025,326,>60
10/23/2024,10/24/2024,DN ref: 125726009,10:55,13:19,  26:14:00,Customer Channels,Selling Experience,Customer Channels,Selling Experience,Manage Payment & Point of Sales in store,KI,Discounts and vouchers not being accepted at Digital Café stores,Customer,Digital café,£55.00,Staff discounts at Digital Cafes,RC unknown,NA (Issue with DN and Remedy integration - Actions agreed),Around 54 store colleagues reported issues with their 20% staff discount not working in digital cafes. The root cause was attributed to a modification of the discount from multi-use to single-use on 22/10.  Services were fully restored by reverting the discount to a multi-use offer on 24/10. Investigations continue for a small number of colleagues who briefly accessed the discount under the single-use setting to re-enable the multi-use offer.,NA,10/23/2024,,,,,NA,NA,NA,Yes,Root Cause Undetermined/Still Under Investigation,NA,"The initial root cause was attributed to a modification of the discount from multi-use to single-use in October 2022. However, the cause of this modification is unknown, and there is no evidence to confirm the change. As a result, the root cause remains undetermined.",NA,NA,NA,10/29/2024,October,2024,Saloni,Closed,MIM,,2024,10,October,9/16/2025,328,>60
10/20/2024,10/20/2024,90358279,01:20,3:30,02:10,Group Platforms,Finance, C&H and Intl,C&H and Intl Supply Chain,Manage Allocation of C&H Stock,KI,cSAP linux patching impacting retail orders flow & BEAM reports,Customer,SAP,No Financial impact,Demand and Fulfilment overnight batch and C&H critical reports,RC identified,70903,"Following the Linux OS patching on the CSAP system on 19/10, alerting indicated a delay in the completion of D&F (Demand &Fulfilment) orders processing to Donington and other DCs. There was a delay in updating the latest data in C&H daily sales report, however, there was no impact across all the DCs. The root cause was attributed to some SAP cyclic jobs responsible for processing orders into WMS not being released after the outage. These jobs were manually retriggered to process the orders into WMS by 04:20. Root cause analysis underway.",,10/20/2024,,,,,"Yes,No",Yes,No,NA,Change Failure,CR,"some of the cyclic jobs responsible for the processing Demand & Fulfilment (D&F) orders had gone to a wait condition after the release of the jobs (Force start) delaying the overnight batch.
 
The D&F jobs in SAP executes on a cyclic basis.
On the day of the outage, the initial executions of these jobs proceeded as expected, but subsequent instances entered into a wait condition in CONTROL M. The team subsequently retriggered the job by clearing the wait condition, resulting in a delay of 12 minutes to the overall SLA.",CRQ210534,Inadequate post validations,NA,3/26/2025,March,2025,Naveen,Closed,MIM,Y,2024,10,October,9/16/2025,331,>60
10/17/2024,10/17/2024,DN ref: 125579373,09:20,13:00,03:40,Customer Channels,Selling Experience,Customer Channels,Selling Experience,Manage Payment & Point of Sales in store,SI,Issues with Digital cafe orders not reaching kitchens from kiosks,Counter Solutions,NA,£100.00,Store colleaagues inconvenience,RC identified,NA (Issue with DN and Remedy integration - Actions agreed),"Store colleagues reported that the orders placed on the Digital Café kiosks were intermittently not sent to the kitchen between 9:20 and 13:00.  Around 500 orders were placed during the impacted window, however the actual impacted orders were minimal (i.e 8%), as a workaround the store colleagues had to manually take the orders to the kitchen resulting in operational inconvenience.  The root cause was attributed to a central issue within the vendor QSR’s infrastructure, and a fix was deployed to restore services.  Awaiting root cause details from QSR.",Actions are being tracked in the actions tab,11/7/2024,,,,,"No, Yes",No,"Yes, Yes",No,External Dependencies,NA,"Counter solutions updated that a failure in the underlying system to send an alert indicating an issue with 
the pod servicing the application. This pod failed to automatically restart after encountering out-ofmemory errors",NA,NA,NA,1/7/2025,January,2025,Gokul,Closed,MIM,,2024,10,October,9/16/2025,334,>60
10/14/2024,10/15/2024,90350936,09:00,6:00,21:00,Customer Channels,Service Experience,Customer Channels,Service Experience,Others,SI,Ready to collect email comms issue,Customer,OMS,No Financial impact,Customer order collection,RC identified ,70433,"At 09:00, whilst comparing the ready-to-collect email communications from the past week, it was identified that the ready-to-collect emails for 14/10 were not sent to customers.  Around 61k emails were delayed and were sent on 15/10 resulting in poor customer experience. The root cause was attributed to a connectivity issue between Control-M and the middleware queue manager which caused the Sterling job to execute without any data.  Services were restored after the scheduled job ran at 06:00 on 15/10 and the Control M pods were restarted at 14:05. Root cause investigations underway.",,10/14/2024,,,,,"No, Yes",No,No,NA,Infrastructure or Platform Failures,NA,The root cause was attributed to a connectivity issue between Control-M and the middleware queue manager which caused the Sterling job to execute without any data,NA,NA,NA,11/18/2024,November,2024,Kavitha,Closed,MIM,,2024,10,October,9/16/2025,337,>60
