Business Platform,Product portfolio,Incident,Action Open Date,Title,Action,Action categorization,Action Owner,Action updates,DevOps / Product Team,Tactical/Strategic,ETA ,Action closed date,Key Actions,Status,Risk ID ,Backlog ID ,Back log Status,Problem Manager,Current day,Ageing,Aging Bucket,Action Closed month,Action closed year
Customer Channels,Selling Experience,90669693,24/03/25,Goodwill voucher of $100 auto applied for international orders from US site,Identifying threshold for international orders and setup order tracking alerts for early warning.,Problem identification & Alerting,"Chokkanathan Ramanathan,  Ranjan Prusty","09/04 - Threashold has been Identified - the daily International order count threshold as 2500 and teams have Implemented order tracking alerts in Dynatrace system. Scheduled this order monitor to run every 10 minutes once and trigger the alert to support team if the order threshold has breached.
24/03 -Spikes
Can we do it per product level?",.com,,NA,4/9/2025,,Closed,,,,Pavithra,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90669693,24/03/25,Goodwill voucher of $100 auto applied for international orders from US site,Daily report for Promotions live on the site?,Problem identification & Alerting,Vineetha.Sreejith,"09/04 - Follow-up has been made, yet to receive an update
24/03 -Make sure that is action is realistic and easy to do implementation. Maybe focus on Goodwill to start with?",.com,,01/04/25,,,Open,,,,Pavithra,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Selling Experience,90669693,24/03/25,Goodwill voucher of $100 auto applied for international orders from US site,Document standard recovery procedure across all systems.,Solution & Recovery,Chokkanathan Ramanathan,"09/04 - It is still pending to include OMS and WMS recovery procedures in the document, we will consolidate and update asap.
24/03 -Steps to consolidate and reconciliation data across application (Global-e, OMS & WMS)",.com,,14/04/25,,,Open,,,,Pavithra,16/09/25,#REF!,#REF!,#REF!,#REF!
Group Platforms,Finance,90661983,23/03/25,"Multiple wine products scanning at incorrect prices across Scotland, Wales and Ireland stores",Explore the feasibility of configuring a technical or quality-of-life change within SAP that either couples or auto-converts unit of measure updates or provides a notification when a corresponding change is not made accurately.,Problem avoidance,"Chadalawada, Balakrishna","During the PIR, the SAP architect confirmed that deploying systemic restrictions within the SAP standard code is not feasible. As a result, validation will remain a manual process. To mitigate risks, we have agreed on the actions outlined above to ensure changes are made accurately and that any errors can be identified and corrected before impacting stores.",SAP Architect,,NA,3/23/2025,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,90661983,23/03/25,"Multiple wine products scanning at incorrect prices across Scotland, Wales and Ireland stores","Align on the impact framework to streamline incident categorization, considering that the illegal trading scenario was mitigated by advising stores to stop selling the affected wine products",Impact analysis,Valliammai Ramasamy,Valli will discuss with Rich to determine the appropriate categorization of incidents involving illegal trading scenarios.,Service Lead,,31/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Customer Channels,Service Experience,90661983,23/03/25,"Multiple wine products scanning at incorrect prices across Scotland, Wales and Ireland stores",Explore options for allowing store colleagues to edit the Lowest Available Allowable (LALO) price on the tills during an illegal trading scenario to prevent trading impact.,Problem avoidance,Balaguru Subramaian,"	
Teams will assess the feasibility of creating a central configuration that enables stores to temporarily adjust prices in such scenarios. Once the issue is resolved, this configuration will be disabled to prevent any unauthorised price overrides in POS.",POS,,31/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,Enterprise Integration ,90661983,23/03/25,"Multiple wine products scanning at incorrect prices across Scotland, Wales and Ireland stores",Explore option to validate the changes in SAP within Enterprise Services for additional checks before the overnight batch kicks in.,Solution & Recovery,Rajasekar Subramaniam,Feasibility being explored,Enterprise Services,,31/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Business Process Services,Business Process Services,90661983,23/03/25,"Multiple wine products scanning at incorrect prices across Scotland, Wales and Ireland stores","Introduce a peer review process for master data changes to ensure their accuracy before being sent to downstream systems, particularly POS.",Solution & Recovery,Lily Aravind,"Once changes are made in SAP master data, a report will be extracted on the same day before the SAP cutoff at 16:30 to validate the modifications. Any anomalies identified will be corrected in collaboration with the SAP team before the cut off.

If discrepancies are detected after the data has been sent to downstream systems, reactive recovery will be initiated through the major incident management process, involving POS, FMD, and other downstream systems to implement manual corrections. POS has an existing capability to adjust prices before stores opens.",BPS,,NA,3/23/2025,,Closed,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Business Process Services,Business Process Services,90661983,23/03/25,"Multiple wine products scanning at incorrect prices across Scotland, Wales and Ireland stores",Additional associate training / best practice sessions will be conducted by the Subject Matter Expert to ensure all associates are familiar with executing this update,Solution & Recovery,Jaturson Yogendran,In Progress,BPS,,31/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Business Process Services,Business Process Services,90661983,23/03/25,"Multiple wine products scanning at incorrect prices across Scotland, Wales and Ireland stores","Standard Operating Procedure (SOP) document will be created by 31st March for this new request, including highlighting all necessary checks and corresponding updates [content unit update (unit a -> unit b) and net content value (value a -> value b)].",Problem avoidance,Jaturson Yogendran,The SOP creation is in progress.,BPS,,31/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Data,Digital & Data,90652016,20/03/25,Data Replication delay between EDW Prod and DR databases,Establish a clear understanding of the business impact when there is a replication lag between EDW-PROD and DR.,Impact analysis,Timothy Barrett,A repository will be created to document the list of impacted reports during an EDW-DR-PROD vs. DR replication issue scenario.,Data Ops,,28/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,ETP-On premise services,90652016,20/03/25,Data Replication delay between EDW Prod and DR databases,Plan the reintegration of the passive server into the cluster by reinstalling the firmware and executing the commands suggested by IBM to validate if the issue persists.,Solution & Recovery,Rajendra Jadhav,"The change is currently being planned via the change management process, with the implementation plan already being validated. Approvals are being secured from the finance business and relevant portfolio teams.",Linux,,28/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,ETP-On premise services,90652016,20/03/25,Data Replication delay between EDW Prod and DR databases,Include additional post checks/ hypercare after an upgrade to identify potential errors - explore observability to eliminate manual monitoring,Problem identification & Alerting,Sathish Selvapillai,Product teams to incorporate additional checkpoints to validate the progress of replication and engage MIM in case of any issues.,Linux,,28/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,ETP-On premise services,90652016,20/03/25,Data Replication delay between EDW Prod and DR databases,Determine the root cause of the issue with the EDW DR passive server - hlxp0ed027,Root cause,Sathish Selvapillai,"The below actions are being performed to identify the root cause:

Review of the configurations between active servers and passive server. Selvapillai, Sathish to update the output.
Two cases have been raised with HP and IBM. While we work on adjusting the HP contract for additional support, IBM has recommended reinstalling the firmware, executing specific commands, and reintroducing the server into the cluster to verify if the issue persists. There is a plan to execute this activity through a planned change after agreeing with the Finance business as it incurs an outage to the database",Linux,,28/03/25,,,Open,,,,Saloni,16/09/25,#REF!,#REF!,#REF!,#REF!
Data,Digital & Data,90653767,18/03/25,Colleagues unable to access scheduled/canned reports on SAP Business Objects Universe,Data platform team to review the process for housekeeping the storage accounts,Problem avoidance,Bijal Patel,"02/04 - The team was advised to raise a change with clear instructions after identifying the stale IP's working with Cloud Ops team, hence closing this action.
18/03 - Data platform & Cloud Ops to work together and identify the stale IPs/private endpoints and then proceed with change process for the deletion of those entries",Data Platform,,NA,02/04/25,,Closed,,,,Gokul,16/09/25,#REF!,#REF!,#REF!,#REF!
GTS,"ETP- Connectivity,service & solution ",90653767,18/03/25,Colleagues unable to access scheduled/canned reports on SAP Business Objects Universe,"Refrain from doing changes in system configuration (addition, modification, or removal) with work orders",Problem avoidance,Balaji Srinivasan,"15/04 - Network cloud ops team advised that if the addition requests for DNS goes via change it would be delayed for the approval and it has to be conveyed to a wider business community.
09/04 - Scheduled a call with Network cloud ops and change management team on 15/04
01/04 - Network cloud ops team is working with Change team on the addressing all the system configuration.
18/03 - System configuration changes are to be made with change requests only by both Network cloud ops.
Team to work with change management and agree on the process",Network,,18/04/25,,,Open,,,,Gokul,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,90664966,20/03/25,Food RDC's unable to receive stock for 17 suppliers,"Thirumoorthi, Sathish to collaborate with FITS support team and provide a full timeline of the incident",Issue handling/Management ,Sathish Thirumoorthi,Provided.,FITS,,,25/03/25,,Closed,,,,Rehan,16/09/25,#REF!,#REF!,#REF!,#REF!
Foods,Foods Supply Chain,90664966,20/03/25,Food RDC's unable to receive stock for 17 suppliers,"Speak to Maddox, Daniel so that he can contact a supplier with the relationship with True Commerce and ask for:
A better explanation of the cause including description of their change, find out about how effectively the change was tested and if the change was/can be communicated to key stakeholders going forward.",Root cause,Lisy Eucharista,"26/03: Root cause: An update was made to the TrueCommerce communications portal to OpenText. The intent of this change was to further refine file routing processes.
As a result, once the change was applied, it inadvertently led to file duplication. This led to the same instance of a messages being transmitted to OpenText. 

True Commerce Change Process - Supplier will be notified on the changes if there is an outage associated. There were no comms for this particular change to suppliers as no outage involved in
True Commerce RCA - Its in progress and will receive a copy from suppliers once its shared in (ETA - 28th Mar)",Service Lead,,25/03/25,26/03/25,,Closed,,,,Rehan,16/09/25,#REF!,#REF!,#REF!,#REF!
